1,-1.786938,0.783338,,,,,,,,1
1,-1.78677,0.78735,,,,,,,,1
1,-1.786598,0.791382,,,,,,,,1
1,-1.786421,0.795429,,,,,,,,1
1,-1.78624,0.799484,,,,,,,,1
1,-1.786059,0.80354,,,,,,,,1
1,-1.785881,0.807594,,,,,,,,1
1,-1.785709,0.811642,,,,,,,,1
1,-1.785544,0.815682,,,,,,,,1
1,-1.78539,0.819712,,,,,,,,1
1,-1.785247,0.823734,,,,,,,,1
1,-1.785116,0.827749,,,,,,,,1
1,-1.785,0.831759,,,,,,,,1
1,-1.784898,0.835765,,,,,,,,1
1,-1.78481,0.839771,,,,,,,,1
1,-1.784735,0.843777,,,,,,,,1
1,-1.784671,0.847783,,,,,,,,1
1,-1.784616,0.851787,,,,,,,,1
1,-1.784569,0.855787,,,,,,,,1
1,-1.784531,0.859778,,,,,,,,1
1,-1.784501,0.863755,,,,,,,,1
1,-1.784477,0.867713,,,,,,,,1
1,-1.78446,0.871652,,,,,,,,1
1,-1.784448,0.875572,,,,,,,,1
1,-1.784438,0.879471,,,,,,,,1
1,-1.784429,0.883348,,,,,,,,1
1,-1.784418,0.887202,,,,,,,,1
1,-1.784407,0.891033,,,,,,,,1
1,-1.784396,0.89484,,,,,,,,1
1,-1.784389,0.89862,,,,,,,,1
1,-1.784389,0.902373,,,,,,,,1
1,-1.784396,0.906096,,,,,,,,1
1,-1.784412,0.90979,,,,,,,,1
1,-1.784436,0.913456,,,,,,,,1
1,-1.784466,0.917092,,,,,,,,1
1,-1.784502,0.920697,,,,,,,,1
1,-1.784541,0.924275,,,,,,,,1
1,-1.784582,0.927831,,,,,,,,1
1,-1.784624,0.931368,,,,,,,,1
1,-1.784666,0.934889,,,,,,,,1
1,-1.784704,0.938395,,,,,,,,1
1,-1.784735,0.941884,,,,,,,,1
1,-1.784757,0.945354,,,,,,,,1
1,-1.784769,0.948805,,,,,,,,1
1,-1.784769,0.952237,,,,,,,,1
1,-1.784758,0.955649,,,,,,,,1
1,-1.78474,0.95904,,,,,,,,1
1,-1.784715,0.96241,,,,,,,,1
1,-1.784685,0.965757,,,,,,,,1
1,-1.784651,0.969077,,,,,,,,1
1,-1.784123,0.972464,,,,,,,,1
1,-1.784057,0.975728,,,,,,,,1
1,-1.783991,0.978961,,,,,,,,1
1,-1.783925,0.982164,,,,,,,,1
1,-1.783859,0.98534,,,,,,,,1
1,-1.783794,0.98849,,,,,,,,1
1,-1.783729,0.991611,,,,,,,,1
1,-1.783666,0.994702,,,,,,,,1
1,-1.783604,0.997763,,,,,,,,1
1,-1.783544,1.000796,,,,,,,,1
1,-1.783483,1.003802,,,,,,,,1
1,-1.783421,1.006781,,,,,,,,1
1,-1.783355,1.009733,,,,,,,,1
1,-1.783284,1.012659,,,,,,,,1
1,-1.783207,1.015555,,,,,,,,1
1,-1.783124,1.01842,,,,,,,,1
1,-1.783034,1.021253,,,,,,,,1
1,-1.782939,1.024051,,,,,,,,1
1,-1.782839,1.026814,,,,,,,,1
1,-1.782507,1.029575,,,,,,,,1
1,-1.782378,1.032268,,,,,,,,1
1,-1.78225,1.034921,,,,,,,,1
1,-1.782124,1.037535,,,,,,,,1
1,-1.782003,1.040111,,,,,,,,1
1,-1.781887,1.042653,,,,,,,,1
1,-1.781779,1.045163,,,,,,,,1
1,-1.781678,1.047643,,,,,,,,1
1,-1.781585,1.050093,,,,,,,,1
1,-1.781496,1.052511,,,,,,,,1
1,-1.781412,1.054894,,,,,,,,1
1,-1.78125,1.057242,,,,,,,,1
1,-1.781159,1.059546,,,,,,,,1
1,-1.781074,1.061809,,,,,,,,1
1,-1.780995,1.064031,,,,,,,,1
1,-1.780921,1.066213,,,,,,,,1
1,-1.780853,1.06835,,,,,,,,1
1,-1.780789,1.070436,,,,,,,,1
1,-1.780728,1.072467,,,,,,,,1
1,-1.780671,1.074435,,,,,,,,1
1,-1.780559,1.076336,,,,,,,,1
1,-1.780499,1.078169,,,,,,,,1
1,-1.780445,1.07993,,,,,,,,1
1,-1.780401,1.081614,,,,,,,,1
1,-1.780368,1.083218,,,,,,,,1
1,-1.780348,1.084744,,,,,,,,1
1,-1.780343,1.086189,,,,,,,,1
1,-1.78035,1.087556,,,,,,,,1
1,-1.780368,1.088842,,,,,,,,1
1,-1.78039,1.090049,,,,,,,,1
1,-1.78035,1.091162,,,,,,,,1
1,-1.780362,1.092203,,,,,,,,1
1,-1.780372,1.09316,,,,,,,,1
1,-1.780381,1.094034,,,,,,,,1
1,-1.780386,1.09482,,,,,,,,1
1,-1.780385,1.095518,,,,,,,,1
1,-1.780374,1.096125,,,,,,,,1
1,-1.780354,1.09664,,,,,,,,1
1,-1.780325,1.097063,,,,,,,,1
1,-1.78029,1.097395,,,,,,,,1
1,-1.780252,1.097637,,,,,,,,1
1,-1.780137,1.097762,,,,,,,,1
1,-1.780085,1.097819,,,,,,,,1
1,-1.780033,1.097785,,,,,,,,1
1,-1.779983,1.097659,,,,,,,,1
1,-1.779937,1.09744,,,,,,,,1
1,-1.779895,1.097128,,,,,,,,1
1,-1.779857,1.096723,,,,,,,,1
1,-1.779823,1.096227,,,,,,,,1
1,-1.779792,1.09564,,,,,,,,1
1,-1.779762,1.094963,,,,,,,,1
1,-1.779731,1.094196,,,,,,,,1
1,-1.7797,1.093341,,,,,,,,1
1,-1.779667,1.092395,,,,,,,,1
1,-1.779635,1.09136,,,,,,,,1
1,-1.779602,1.090236,,,,,,,,1
1,-1.779569,1.089025,,,,,,,,1
1,-1.779537,1.087729,,,,,,,,1
1,-1.779508,1.086353,,,,,,,,1
1,-1.779483,1.084898,,,,,,,,1
1,-1.779463,1.083367,,,,,,,,1
1,-1.779449,1.081764,,,,,,,,1
1,-1.77944,1.080089,,,,,,,,1
1,-1.779434,1.078345,,,,,,,,1
1,-1.779427,1.076532,,,,,,,,1
